Artist,Position,Title,Year
Manfred Mann,15,Do Wah Diddy Diddy,1964
The Beatles,16,Please Please Me,1964
Martha and The Vandellas,17,Dancing In The Street,1964
Billy J. Kramer & The Dakotas,18,Little Children,1964
Ray Charles Singers,19,Love Me With All Your Heart,1964
The Drifters,20,Under the Boardwalk,1964
The Dixie Cups,21,Chapel of Love,1964
Terry Stafford,22,Suspicion,1964
The Dave Clark Five,23,Glad All Over,1964
The Four Seasons,24,Rag Doll,1964
The Four Seasons,25,Dawn (Go Away),1964
The Newbeats,26,Bread and Butter,1964
Gene Pitney,27,It Hurts to Be In Love,1964
Jan and Dean,28,Dead Man's Curve,1964
Jay & The Americans,29,Come a Little Bit Closer,1964
Peter and Gordon,30,A World Without Love,1964
The Honeycombs,31,Have I the Right,1964
The Serendipity Singers,32,Don't Let the Rain Come Down (Crooked Little Man),1964
The Supremes,33,Baby Love,1964
Betty Everett and Jerry Butler,34,Let It Be Me,1964
Dusty Springfield,35,Wishin' and Hopin',1964
Lesley Gore,36,You Don't Own Me,1964
Dionne Warwick,37,Walk On By,1964
The Animals,38,House of the Rising Sun,1964
Ronny and The Daytonas,39,G.T.O.,1964
The Beatles,40,Twist and Shout,1964
Johnny Rivers,41,Memphis,1964
Danny Williams,42,White On White,1964
The Rip Chords,43,Hey Little Cobra,1964
Betty Everett,44,The Shoop Shoop Song (It's In His Kiss),1964
The Dave Clark Five,45,Bits and Pieces,1964
Millie Small,46,My Boy Lollipop,1964
Major Lance,47,"Um, Um, Um, Um, Um, Um",1964
Jan and Dean,48,The Little Old Lady (From Pasadena),1964
Gerry and The Pacemakers,49,Don't Let the Sun Catch You Crying,1964
Chad and Jeremy,50,A Summer Song,1964
Stan Getz and Astrud Gilberto,51,The Girl from Ipanema,1964
The Beatles,52,Can't Buy Me Love,1964
Las,53,Remember (Walkin' In the Sand) - Shangri,1964
Bobby Freeman,54,C'mon and Swim,1964
The Beatles,55,Do You Want to Know a Secret,1964
The Impressions,56,Keep On Pushing,1964
The Four Tops,57,Baby I Need Your Loving,1964
Diane Renay,58,Navy Blue,1964
The Bachelors,59,Diane,1964
The Marketts,60,Out of Limits,1964
The Hondells,61,Little Honda,1964
Bobby Goldsboro,62,See the Funny Little Clown,1964
The Dave Clark Five,63,Because,1964
The Reflections,64,(Just Like) Romeo And Juliet,1964
Rick Nelson,65,For You,1964
The New Christy Minstrels,66,Today,1964
The Dave Clark Five,67,Can't You See That She's Mine,1964
Las,68,Leader of the Pack - The Shangri,1964
Joe Hinton,69,Funny,1964
The Temptations,70,The Way You Do the Things You Do,1964
Dionne Warwick,71,Anyone Who Had a Heart,1964
Al Martino,72,I Love You More And More Every Day,1964
Roy Orbison,73,It's Over,1964
The Four Seasons,74,Ronnie,1964
The Trashmen,75,Surfin' Bird,1964
The Tams,76,What Kind of Fool (Do You Think I Am),1964
Dean Martin,77,The Door Is Still Open (To My Heart),1964
The Kinks,78,You Really Got Me,1964
Sammy Davis Jr.,79,The Shelter of Your Arms,1964
The Impressions,80,I'm So Proud,1964
The Kingsmen,81,Money (That's What I Want),1964
Roger Miller,82,Chug-A-Lug,1964
Roger Miller,83,Dang Me,1964
Al Hirt,84,Cotton Candy,1964
Nancy Wilson,85,(You Don't Know) How Glad I Am,1964
Jelly Beans,86,I Wanna Love Him So Bad,1964
The Searchers,87,Don't Throw Your Love Away,1964
Tommy Tucker,88,Hi-Heel Sneakers,1964
Gerry and The Pacemakers,89,How Do You Do It?,1964
The Ventures,90,Walk Don't Run,1964
Dave Clark Five,91,Do You Love Me,1964
His Harp and Orchestra,92,Shangri-La,1964
Gene Simmons,93,Haunted House,1964
Jimmy Hughes,94,Steal Away,1964
The Beatles,95,I Saw Her Standing There,1964
Andy Williams,96,A Fool Never Learns),1964
Billy J. Kramer & The Dakotas,97,Bad to Me,1964
Bobby Vinton,98,There! I've Said It Again,1964
The Kingsmen,99,Louie Louie,1964
The Searchers,100,Needles & Pins,1964
Sam The Sham and The Pharaohs,1,Wooly Bully,1965
The Four Tops,2,"I Can't Help Myself (Sugar Pie, Honey Bunch)",1965
The Rolling Stones,3,(I Can't Get No) Satisfaction,1965
We Five,4,You Were On My Mind,1965
The Righteous Brothers,5,You've Lost That Lovin' Feelin',1965
Petula Clark,6,Downtown,1965
The Beatles,7,Help!,1965
Herman's Hermits,8,Can't You Hear My Heartbeat,1965
Elvis Presley,9,Crying In the Chapel,1965
The Temptations,10,My Girl,1965
The Beach Boys,11,"Help Me, Rhonda",1965
Roger Miller,12,King of the Road,1965
Jewel Aikens,13,The Birds and the Bees,1965
Mel Carter,14,"Hold Me, Thrill Me, Kiss Me",1965
Jr. Walker & The All Stars,15,Shotgun,1965
Sonny and Cher,16,I Got You Babe,1965
Gary Lewis and The Playboys,17,This Diamond Ring,1965
Ramsey Lewis Trio,18,"The ""In"" Crowd",1965
Herman's Hermits,19,"Mrs. Brown, You've Got a Lovely Daughter",1965
The Supremes,20,Stop! In The Name Of Love,1965
The Righteous Brothers,21,Unchained Melody,1965
Herman's Hermits,22,Silhouettes,1965
The Seekers,23,I'll Never Find Another You,1965
Jay and The Americans,24,Cara Mia,1965
The Byrds,25,Mr. Tambourine Man,1965
Sounds Orchestral,26,Cast Your Fate to the Wind,1965
Barbara Mason,27,"Yes, I'm Ready",1965
Tom Jones,28,What's New Pussycat?,1965
Barry McGuire,29,Eve of Destruction,1965
The McCoys,30,Hang On Sloopy,1965
The Beatles,31,Ticket to Ride,1965
Bert Kaempfert and His Orchestra,32,Red Roses for a Blue Lady,1965
James Brown and The Famous Flames,33,"Papa's Got a Brand New Bag, Pt. 1",1965
Wayne Fontana & The Mindbenders,34,The Game of Love,1965
Shirley Ellis,35,Name Game,1965
Petula Clark,36,I Know a Place,1965
The Supremes,37,Back In My Arms Again,1965
Barbara Lewis,38,"Baby, I'm Yours",1965
The Kingsmen,39,Jolly Green Giant,1965
Patti Page,40,"Hush, Hush, Sweet Charlotte",1965
Bob Dylan,41,Like a Rolling Stone,1965
Freddie and The Dreamers,42,I'm Telling You Now,1965
Gerry and The Pacemakers,43,Ferry Cross the Mersey,1965
The Righteous Brothers,44,Just Once in My Life,1965
Johnny Rivers,45,The Seventh Son,1965
Herman's Hermits,46,"I'm Henry the VIII, I Am",1965
Horst Jankowski,47,A Walk in the Black Forest,1965
The Yardbirds,48,For Your Love,1965
The Beach Boys,49,California Girls,1965
The Moody Blues,50,Go Now,1965
Shirley Bassey,51,Goldfinger,1965
Billy Joe Royal,52,Down In the Boondocks,1965
Glenn Yarbrough,53,Baby the Rain Must Fall,1965
The Dave Clark Five,54,Catch Us If You Can,1965
The Beatles,55,Eight Days a Week,1965
The Beau Brummels,56,Just a Little,1965
Ian Whitcomb,57,You Turn Me On,1965
Marvin Gaye,58,I'll Be Doggone,1965
Gary Lewis and The Playboys,59,Save Your Heart for Me,1965
The Kinks,60,Tired of Waiting for You,1965
Gary Lewis and The Playboys,61,Count Me In,1965
The Kinks,62,All Day and All of the Night,1965
Jackie DeShannon,63,What the World Needs Now Is Love,1965
Tom Jones,64,It's Not Unusual,1965
Sir Douglas Quintet,65,She's About a Mover,1965
Sam Cooke,66,Shake,1965
Herman's Hermits,67,(What A) Wonderful World,1965
Martha and The Vandellas,68,Nowhere to Run,1965
The Yardbirds,69,Heart Full of Soul,1965
The Searchers,70,Love Potion Number 9,1965
Dickle Lee,71,Laurie (Strange Things Happen),1965
Sonny and Cher,72,Baby Don't Go,1965
The Turtles,73,It Ain't Me Babe,1965
The Zombies,74,Tell Her No,1965
Peter and Gordon,75,I Go to Pieces,1965
Vic Dana,76,Red Roses for a Blue Lady,1965
Patty Duke,77,Don't Just Stand There,1965
The Miracles,78,The Tracks of My Tears,1965
Brenda Lee,79,Too Many Rivers,1965
Dave Clark Five,80,I Like It Like That,1965
Bobby Goldsboro,81,Little Things,1965
Peter and Gordon,82,True Love Ways,1965
The Four Tops,83,It's the Same Old Song,1965
The Fortunes,84,You've Got Your Troubles,1965
Joe Tex,85,Hold What You've Got,1965
The Animals,86,We Gotta Get Out of This Place,1965
Beau Brummels,87,"Laugh, Laugh",1965
The Rolling Stones,88,The Last Time,1965
The Lovin' Spoonful,89,Do You Believe In Magic?,1965
Cher,90,All I Really Want to Do,1965
Little Anthony and The Imperials,91,Take Me Back,1965
The Strangeloves,92,I Want Candy,1965
The Miracles,93,Ooo Baby Baby,1965
Sonny and Cher,94,Laugh At Me,1965
Roy Head,95,Treat Her Right,1965
Jack Jones,96,The Race Is On,1965
"Dino, Desi and Billy",97,I'm a Fool,1965
The Ad Libs,98,The Boy from New York City,1965
Del Shannon,99,Keep Searchin' (We'll Follow the Sun),1965
Marvin Gaye,100,How Sweet It Is (To Be Loved by You),1965
Sgt. Barry Sadler,1,The Ballad of the Green Berets,1966
The Association,2,Cherish,1966
The Righteous Brothers,3,You're My Soul and Inspiration,1966
The Four Tops,4,Reach Out I'll Be There,1966
? and The Mysterians,5,96 Tears,1966
The Monkees,6,Last Train to Clarksville,1966
The Mama's and The Papa's,7,"Monday, Monday",1966
The Supremes,8,You Can't Hurry Love,1966
Johnny Rivers,9,The Poor Side of Town,1966
The Mama's and The Papa's,10,California Dreamin',1966
The Lovin' Spoonful,11,Summer In the City,1966
Roger Williams,12,Born Free,1966
Nancy Sinatra,13,These Boots Are Made for Walkin',1966
Jimmy Ruffin,14,What Becomes of the Brokenhearted,1966
Frank Sinatra,15,Strangers In the Night,1966
The Beatles,16,We Can Work It Out,1966
The Young Rascals,17,Good Lovin',1966
The New Vaudeville Band,18,Winchester Cathedral,1966
Tommy James and The Shondells,19,Hanky Panky,1966
Percy Sledge,20,When a Man Loves a Woman,1966
The Rolling Stones,21,Paint It Black,1966
Petula Clark,22,Goodnight My Love (from 'Stowaway'),1966
Lou Christie,23,Lightnin' Strikes,1966
The Troggs,24,Wild Thing,1966
Paul Revere and The Raiders,25,Kicks,1966
Donovan,26,Sunshine Superman,1966
Bobby Hebb,27,Sunny,1966
The Beatles,28,Paperback Writer,1966
The Happenings,29,See You In September,1966
The Supremes,30,You Keep Me Hangin' On,1966
Sam The Sham & The Pharaohs,31,Lil' Red Riding Hood,1966
Mitch Ryder and The Detroit Wheels,32,Devil With the Blue Dress On / Good Golly Miss Molly,1966
The Beach Boys,33,Good Vibrations,1966
The Mindbenders,34,A Groovy Kind of Love,1966
Dusty Springfield,35,You Don't Have to Say You Love Me,1966
The Capitols,36,Cool Jerk,1966
Sandy Posey,37,Born a Woman,1966
The Cyrkle,38,Red Rubber Ball,1966
Carla Thomas,39,B-A-B-Y,1966
The Left Banke,40,Walk Away Renee,1966
The Lovin' Spoonful,41,Daydream,1966
The Outsiders,42,Time Won't Let Me,1966
Tommy Roe,43,Hooray for Hazel,1966
Tommy Roe,44,Sweet Pea,1966
The Hollies,45,Bus Stop,1966
B.J. Thomas,46,I'm So Lonesome I Could Cry,1966
James and Bobby Purify,47,I'm Your Puppet,1966
The Temptations,48,Ain't Too Proud to Beg,1966
The Standells,49,Dirty Water,1966
Bob Lind,50,Elusive Butterfly,1966
Simon and Garfunkel,51,I Am a Rock,1966
Ray Charles,52,Crying Time,1966
Johnny Rivers,53,Secret Agent Man,1966
Simon and Garfunkel,54,The Sound of Silence,1966
Peter and Gordon,55,Lady Godiva,1966
Simon and Garfunkel,56,Homeward Bound,1966
The Lovin' Spoonful,57,Did You Ever Have to Make Up Your Mind?,1966
Robert Parker,58,Barefootin',1966
Stevie Wonder,59,Uptight (Everything's Alright),1966
Cher,60,Bang Bang (My Baby Shot Me Down),1966
The Beach Boys,61,Sloop John B.,1966
The Rolling Stones,62,19th Nervous Breakdown,1966
The Surfaris,63,Wipe Out,1966
The Count Five,64,Psychotic Reaction,1966
The Temptations,65,Beauty is Only Skin Deep,1966
Bones,66,No Matter What Shape (Your Stomach's In) - The T,1966
Paul Revere and The Raiders,67,Just Like Me,1966
Deon Jackson,68,Love Makes the World Go Round,1966
Crispian St. Peters,69,Pied Piper,1966
Brenda Lee,70,Coming On Strong,1966
Ray Conniff and The Singers,71,"Somewhere, My Love (Lara's Theme from ""Doctor Zhivago"")",1966
David Houston,72,Almost Persuaded,1966
Bobby Darin,73,If I Were a Carpenter,1966
The Marvelettes,74,Don't Mess With Bill,1966
Neil Diamond,75,"Cherry, Cherry",1966
Lee Dorsey,76,Workin' In a Coal Mine,1966
Dionne Warwick,77,Message to Michael (Message to Martha),1966
Lou Rawls,78,Love Is a Hurtin' Thing,1966
The Beach Boys,79,Barbara Ann,1966
The Shadows Of Knight,80,Gloria,1966
The Supremes,81,My World Is Empty Without You,1966
Bob Dylan,82,Rainy Day Women #12 & 35,1966
The Sandpipers,83,Guantanamera,1966
Wilson Pickett,84,Land of 1000 Dances,1966
Shades Of Blue,85,Oh How Happy,1966
Peter and Gordo,86,Woman,1966
The Turtles,87,You Baby,1966
The Vogues,88,Five O'Clock World,1966
Los Bravos,89,Black Is Black,1966
The Beatles,90,Nowhere Man,1966
Herman's Hermits,91,Dandy,1966
Slim Harpo,92,Baby Scratch My Back,1966
Gary Lewis and The Playboys,93,She's Just My Style,1966
Chris Montez,94,The More I See You,1966
The Bobby Fuller Four,95,I Fought the Law,1966
The Beatles,96,Yellow Submarine,1966
Paul Revere and The Raiders,97,Hungry,1966
Herb Alpert and The Tijuana Brass,98,Zorba the Greek,1966
The Yardbirds,99,Shapes of Things,1966
Wilson Pickett,100,634-5789,1966
Lulu,1,To Sir With Love,1967
The Box Tops,2,The Letter,1967
Bobby Gentry,3,Ode to Billie Joe,1967
The Association,4,Windy,1967
The Monkees,5,I'm a Believer,1967
The Doors,6,Light My Fire,1967
Nancy Sinatra and Frank Sinatra,7,Somethin' Stupid,1967
The Turtles,8,Happy Together,1967
The Young Rascals,9,Groovin',1967
Frankie Valli,10,Can't Take My Eyes Off You,1967
The Music Explosion,11,Little Bit O'Soul,1967
Tommy James and The Shondells,12,I Think We're Alone Now,1967
Aretha Franklin,13,Respect,1967
Stevie Wonder,14,I Was Made to Love Her,1967
Bobby Vee and The Strangers,15,Come Back When You Grow Up,1967
The Buckinghams,16,Kind of a Drag,1967
Arthur Conley,17,Sweet Soul Music,1967
The Soul Survivors,18,Expressway to Your Heart,1967
Sam and Dave,19,Soul Man,1967
The Association,20,Never My Love,1967
Jay and The Techniques,21,"Apples, Peaches, Pumpkin Pie",1967
Every Mothers' Son,22,Come On Down to My Boat,1967
Strawberry Alarm Clock,23,Incense and Peppermint,1967
The Rolling Stones,24,Ruby Tuesday,1967
Vicki Carr,25,It Must Be Him,1967
The Supremes,26,Love Is Here and Now You're Gone,1967
Buffalo Springfield,27,For What It's Worth,1967
Brenton Wood,28,Gimme Little Sign,1967
The Supremes,29,The Happening,1967
The Beatles,30,All You Need Is Love,1967
Engelbert Humperdinck,31,Release Me (And Let Me Love Again),1967
Marvin Gaye and Tammi Terrell,32,Your Precious Love,1967
Jefferson Airplane,33,Somebody to Love,1967
The Esquires,34,Get On Up,1967
Van Morrison,35,Brown Eyed Girl,1967
Martha and The Vandellas,36,Jimmy Mack,1967
The Happenings,37,I Got Rhythm,1967
Procol Harum,38,A Whiter Shade of Pale,1967
The Buckinghams,39,Don't You Care,1967
The Casinos,40,Then You Can Tell Me Goodbye,1967
Diana Ross and The Supremes,41,Reflections,1967
The Hollies,42,On a Carousel,1967
Bobby Vinton,43,Please Love Me Forever,1967
Dionne Warwick,44,Alfie,1967
The Tremeloes,45,Silence Is Golden,1967
Ed Ames,46,My Cup Runneth Over,1967
The Fifth Dimension,47,"Up, Up and Away",1967
Scott Mckenzie,48,San Francisco (Be Sure to Wear Flowers In Your Hair),1967
The Cowsills,49,"The Rain, the Park and Other Things",1967
Herman's Hermits,50,There's a Kind of Hush,1967
The Buckinghams,51,"Mercy, Mercy, Mercy",1967
Petula Clark,52,This Is My Song,1967
Jackie Wilson,53,(Your Love Keeps Lifting Me) Higher & Higher,1967
The Young Rascals,54,I've Been Lonely Too Long,1967
The Beatles,55,Penny Lane,1967
The Temptations,56,You're My Everything,1967
The Seekers,57,Georgy Girl,1967
The Five Americans,58,Western Union,1967
Aretha Franklin,59,"Baby, I Love You",1967
The Monkees,60,"A Little Bit Me, a Little Bit You",1967
Lesley Gore,61,California Nights,1967
The Mama's and The Papa's,62,Dedicated to the One I Love,1967
The Young Rascals,63,How Can I Be Sure,1967
The Hollies,64,Carrie Ann,1967
The Blue Magoos,65,(We Ain't Got) Nothing Yet,1967
The Easy Beats,66,Friday On My Mind,1967
Kays,67,Soul Finger - The Bar,1967
The Spencer Davis Group,68,Gimme Some Lovin',1967
The Hombres,69,Let It Out (Let It All Hang Out),1967
The Grass Roots,70,Let's Live for Today,1967
Peaches and Herb,71,Close Your Eyes,1967
Booker T and The MG's,72,Groovin',1967
Wilson Pickett,73,Funky Broadway,1967
The Monkees,74,Pleasant Valley Sunday,1967
Aretha Franklin,75,I Never Loved a Man (The Way I Love You),1967
Aaron Neville,76,Tell It Like It Is,1967
James Brown and The Famous Flames,77,"Cold Sweat, Pt. 2",1967
The Turtles,78,She'd Rather Be With Me,1967
Keith,79,98.6 Degrees,1967
Ray Charles,80,Here We Go Again,1967
Jefferson Airplane,81,White Rabbit,1967
The Four Tops,82,Bernadette,1967
Sonny and Cher,83,The Beat Goes On,1967
The Royal Guardsmen,84,Snoopy vs. The Red Baron,1967
Janis Ian,85,Society's Child (Baby I've Been Thinking),1967
Neil Diamond,86,"Girl, You'll Be a Woman Soon",1967
Marvin Gaye and Tammi Terrell,87,Ain't No Mountain High Enough,1967
Sandy Posey,88,I Take It Back,1967
The Tremeloes,89,Here Comes My Baby,1967
Robert Knight,90,Everlasting Love (Re-Record),1967
"Peter, Paul and Mary",91,I Dig Rock and Roll Music,1967
Bill Cosby,92,"Little Old Man (Up Tight, Everything's Alright)",1967
The Electric Prunes,93,I Had Too Much to Dream (Last Night),1967
The Monkees,94,Daydream Believer,1967
Johnny Rivers,95,"Baby, I Need Your Lovin'",1967
Tommy James and The Shondells,96,Mirage,1967
Tom Jones,97,Green Green Grass of Home,1967
The Who,98,I Can See for Miles,1967
Petula Clark,99,Don't Sleep In the Subway,1967
Neil Diamond,100,Thank the Lord for the Night Time,1967
The Beatles,1,Hey Jude,1968
Paul Mauriat,2,Love is Blue,1968
Bobby Goldsboro,3,Honey,1968
Otis Redding,4,(Sittin' On) The Dock of the Bay,1968
The Rascals,5,People Got to Be Free,1968
Cream,6,Sunshine of Your Love,1968
Herb Alpert & The Tijuana Brass,7,This Guy's In Love With You,1968
Hugo Montenegro,8,"The Good, The Bad and the Ugly",1968
Simon and Garfunkel,9,Mrs. Robinson,1968
Archie Bell and The Drells,10,"Tighten Up, Pt. 1",1968
Jeannie C. Riley,11,Harper Valley P.T.A.,1968
O.C. Smith,12,Little Green Apples,1968
Tommy James and The Shondells,13,Mony Mony,1968
The Doors,14,"Hello, I Love You",1968
Gary Puckett and The Union Gap,15,Young Girl,1968
The Box Tops,16,Cry Like a Baby,1968
The Fifth Dimension,17,Stoned Soul Picnic,1968
Hugh Masekela,18,Grazing In the Grass,1968
The Grass Roots,19,Midnight Confessions,1968
Sly and The Family Stone,20,Dance to the Music,1968
Cliff Nobles & Co.,21,The Horse,1968
The Temptations,22,I Wish it Would Rain,1968
The Delfonics,23,La-La Means I Love You,1968
The Vogues,24,"Turn Around, Look At Me",1968
John Fred & His Playboy Band,25,Judy In Disguise (With Glasses),1968
The Classics IV,26,Spooky,1968
Diana Ross and The Supremes,27,Love Child,1968
Merrilee Rush,28,Angel of the Morning,1968
Georgie Fame,29,The Ballad of Bonnie & Clyde,1968
Mary Hopkin,30,Those Were the Days,1968
Steppenwolf,31,Born to Be Wild,1968
The Intruders,32,Cowboys to Girls,1968
The 1910 Fruitgum Company,33,Simon Says,1968
Gary Puckett and The Union Gap,34,Lady Willpower,1968
The Rascals,35,A Beautiful Morning,1968
Sergio Mendes and Brasil '66,36,The Look of Love,1968
Johnny Nash,37,Hold Me Tight,1968
The Ohio Express,38,"Yummy, Yummy, Yummy",1968
The Crazy World Of Arthur Brown,39,Fire,1968
The Troggs,40,Love Is All Around,1968
Gene and Debbe,41,Playboy,1968
Dionne Warwick,42,"Theme from ""Valley of the Dolls""",1968
Mason Williams,43,Classical Gas,1968
Clarence Carter,44,Slip Away,1968
The O'Kaysions,45,Girl Watcher,1968
Aretha Franklin,46,Since You've Been Gone (Sweet Sweet Baby),1968
The Lemon Pipers,47,Green Tambourine,1968
The 1910 Fruitgum Company,48,"1,2,3 Red Light",1968
Friend & Lover,49,Reach Out Of The Darkness,1968
The Rolling Stones,50,Jumpin' Jack Flash,1968
Richard Harris,51,MacArthur Park,1968
Jose Feliciano,52,Light My Fire,1968
People,53,I Love You,1968
Percy Sledge,54,Take Time to Know Her,1968
Status Quo,55,Pictures of Matchstick Men,1968
Blue Cheer,56,Summertime Blues,1968
Marvin Gaye and Tammi Terrell,57,Ain't Nothing Like the Real Thing,1968
James Brown and The Famous Flames,58,I Got the Feelin',1968
The Bee Gees,59,I've Gotta Get a Message to You,1968
The Beatles,60,Lady Madonna,1968
Donovan,61,Hurdy Gurdy Man,1968
Steppenwolf,62,Magic Carpet Ride,1968
The Fireballs,63,Bottle of Wine,1968
The Dells,64,Stay in My Corner,1968
Willie Mitchell,65,Soul Serenade,1968
Tom Jones,66,Delilah,1968
The Human Beinz,67,Nobody But Me,1968
Sam and Dave,68,I Thank You,1968
Sergio Mendes and Brasil '66,69,The Fool On the Hill,1968
Eric Burdon and The Animals,70,Sky Pilot,1968
The Cowsills,71,Indian Lake,1968
Tommy Boyce and Bobby Hart,72,I Wonder What She's Doing Tonight?,1968
Gary Puckett and The Union Gap,73,Over You,1968
The Lettermen,74,Medley: Goin' Out Of My Head / Can't Take My Eyes Off Of You,1968
Stevie Wonder,75,Shoo-Be-Doo-Be-Doo-Da-Day,1968
The Irish Rovers,76,The Unicorn,1968
Vanilla Fudge,77,You Keep Me Hangin' On,1968
The Beatles,78,Revolution,1968
Gary Puckett and The Union Gap,79,"Woman, Woman",1968
The Turtles,80,Elenore,1968
Cream,81,White Room,1968
